Recency,Frequency,Monetary
661,1,231.68
415,6,1099.81
275,7,4417.27
15,25,19566.76
246,1,454.12
417,4,727.58
238,4,1275.25
416,2,880.97
0,2,984.57
512,4,3120.91
105,13,5852.64
22,9,3199.95
51,1,124.88
450,1,143.10000000000002
376,6,1357.95
734,1,231.90000000000003
194,4,2016.5
23,1,213.78
74,1,329.34
17,7,892.46
491,1,591.87
7,19,5151.900000000001
31,5,1980.0
21,5,2099.59
30,17,10209.16
443,1,856.01
28,10,1715.46
21,4,699.78
32,7,2467.35
283,6,1794.32
38,2,206.34
379,3,867.11
498,1,400.2
57,3,1156.73
373,2,178.68
288,2,384.59
78,3,956.5699999999999
4,8,3766.6
217,1,59.9
43,4,1443.69
201,3,902.3199999999999
504,1,119.5
730,1,432.96000000000004
177,6,1507.26
55,11,2236.77
56,3,309.85
422,2,321.3
7,6,3347.31
568,2,198.41000000000003
591,3,229.46
46,2,144.0
226,2,467.71
10,13,4592.93
105,5,953.63
58,7,1726.57
27,15,4310.34
535,1,75.28
35,9,2310.04
273,3,812.5
654,1,562.98
427,1,327.75
29,1,1013.01
23,3,692.22
581,1,135.04000000000002
386,4,356.71
53,4,1143.1
420,1,160.65
35,10,5564.09
174,9,5504.6900000000005
53,3,999.35
52,1,204.24
651,1,292.62
395,1,111.15
648,3,595.7
392,1,251.72
26,13,3773.35
252,3,794.41
39,13,4869.400000000001
59,6,1059.1200000000001
463,1,186.15
553,1,63.6
233,2,210.1
3,18,3891.39
31,2,259.13
23,21,4457.31
6,5,976.62
64,6,1579.51
309,3,558.04
500,1,100.86000000000001
581,1,131.15
308,3,895.47
18,12,1878.93
15,13,2820.03
95,2,318.76
263,18,9388.49
11,25,7064.8
2,2,417.77
34,3,560.86
182,1,149.89
24,8,1562.98
12,12,1929.26
10,4,994.13
2,32,7331.67
312,4,1189.45
595,1,130.6
384,12,2736.64
107,5,2889.2799999999997
0,69,20203.58
52,5,1826.04
204,2,371.63
546,2,38.92
14,1,280.09000000000003
119,2,500.54
428,1,68.03
3,2,381.97
362,3,798.98
116,2,348.90999999999997
17,1,178.26
4,3,469.48
40,4,781.7
106,5,498.93
435,2,189.78
396,2,417.3
147,6,1452.39
410,1,120.95
509,1,221.59
51,11,2488.76
207,1,63.440000000000005
423,1,268.28
138,2,550.01
1,5,501.72
126,2,317.2
107,11,1733.8899999999999
385,1,491.81
468,2,601.45
735,1,204.3
41,4,2148.63
423,1,141.12
34,2,573.22
382,1,114.1
401,1,502.49
227,2,1065.3500000000001
240,2,271.24
57,1,187.82999999999998
437,1,118.86
373,6,797.8499999999999
129,5,2308.54
378,1,188.46
59,8,2788.06
627,2,407.94
21,3,389.18
25,21,3826.86
8,11,2468.43
31,9,2041.8
3,8,1487.96
307,1,550.8000000000001
471,2,271.75
7,17,3750.63
668,2,467.79
28,3,547.0
729,1,338.13
16,1,128.18
100,5,954.26
11,6,993.23
390,2,393.64
20,2,294.39
14,5,1135.63
360,1,250.04
533,1,111.5
648,1,2135.46
10,21,9782.35
394,11,3999.8900000000003
392,2,4511.76
94,3,320.39
386,2,1025.1
77,6,3566.56
138,3,644.3
30,1,2328.84
24,17,4904.43
1,43,9599.58
419,1,124.45
45,3,2600.34
724,1,157.32999999999998
668,1,29.099999999999998
99,6,2444.85
7,6,1665.21
375,5,922.59
14,12,1551.04
17,12,2171.07
279,3,609.5699999999999
407,2,312.35
409,2,152.35
672,1,104.7
13,5,998.53
22,4,423.8
123,1,175.2
527,5,838.27
85,1,494.25
301,3,635.15
383,2,497.04
471,1,81.12
150,4,1981.06
16,17,11889.33
93,3,302.36
29,18,19617.95
156,5,1272.21
379,4,1227.54
354,6,1259.94
45,2,457.36
14,10,1586.63
3,26,4998.61
85,1,228.96
14,9,2442.29
178,5,772.41
7,7,1893.701
35,12,1988.23
695,1,36.25
128,4,3242.0
50,4,3133.96
385,1,273.31
311,5,946.47
23,2,384.39
302,5,861.01
10,2,284.46
16,6,1200.51
48,5,871.7900000000001
238,7,1024.04
394,3,920.46
0,28,11972.92
12,15,8184.49
431,2,1077.24
237,1,167.55
22,14,2758.29
455,1,979.2
72,4,446.18
16,6,655.37
40,28,4347.31
39,7,1167.5
218,3,727.11
198,4,660.55
70,4,453.64
23,78,17644.27
373,1,10.95
10,1,389.71999999999997
433,3,645.0
8,38,36398.65
64,8,902.28
3,2,304.09000000000003
18,3,507.55
14,1,256.11
7,7,2812.77
19,2,746.81
77,11,2675.37
0,61,57215.33
420,1,149.3
163,2,508.8
306,3,585.92
410,2,381.15000000000003
218,1,203.86999999999998
507,1,97.5
38,14,8409.6
21,3,1198.28
114,3,653.38
125,8,4623.28
540,1,114.85
4,23,4635.5599999999995
35,2,382.87
3,23,47781.12
0,3,1031.41
332,13,4186.95
411,1,552.9
162,3,316.09000000000003
184,10,7793.51
15,5,1214.72
11,5,1425.38
2,16,4220.22
404,2,560.14
43,6,2249.52
79,1,507.84
29,22,17298.45
548,1,164.18
41,3,670.0600000000001
10,18,6126.25
49,6,953.58
385,3,1059.41
15,11,3594.76
45,3,1118.95
18,2,759.17
7,13,8077.77
71,1,100.8
0,45,31466.760000000002
127,5,1357.46
32,4,622.57
312,1,403.3
17,9,1728.99
87,2,569.96
1,7,2373.82
410,1,331.35
1,5,534.0600000000001
529,1,369.68
253,5,1422.77
655,1,325.74
156,4,323.58
731,1,293.35
36,15,4620.3
219,1,534.24
147,3,2940.04
176,2,120.89999999999999
39,2,541.53
496,46,14523.67
1,13,4868.15
7,51,244784.25
0,7,1721.4
17,2,486.71999999999997
191,10,1547.94
203,1,131.7
364,2,975.5600000000001
126,14,5984.81
14,2,529.58
42,2,657.3
93,16,2157.9700000000003
22,3,735.82
59,2,675.69
15,7,2535.26
157,3,907.1400000000001
425,7,2542.79
9,2,763.28
394,1,102.6
9,3,194.8
15,17,5051.25
44,11,2626.47
474,1,321.65000000000003
190,4,922.35
408,2,607.0
599,1,1047.0
78,1,194.37
395,2,489.86
612,2,1144.3
407,2,1272.8000000000002
632,1,389.26
77,2,882.23
3,4,1255.59
486,2,775.64
64,4,591.73
575,2,209.57
260,1,396.87
727,1,160.55
640,1,336.5
58,2,376.64
0,9,2750.5
0,17,5653.67
247,3,1122.42
384,1,100.91
501,1,54.699999999999996
7,3,806.72
358,4,1412.89
389,2,287.25
75,1,272.21999999999997
289,2,1341.3899999999999
16,3,1138.0
220,2,288.6
8,4,689.1
2,2,558.96
205,18,9490.17
161,5,2435.48
75,1,302.2
261,2,605.58
280,8,4579.23
57,8,6083.64
24,2,514.56
2,60,172132.87
28,18,5467.820000000001
71,3,1158.8
127,2,522.0
30,9,1602.51
14,6,947.5
308,1,153.94
425,2,329.42
16,15,4774.17
53,1,546.81
29,5,1278.06
1,5,1070.71
10,4,652.74
360,3,539.14
359,3,1161.9
4,12,3939.24
53,4,939.37
0,8,3628.5
609,2,1240.25
0,12,2791.69
189,3,1266.82
385,1,65.34
434,1,34.8
53,5,1668.83
279,1,164.4
176,3,364.83
29,2,887.67
25,1,98.42
617,4,1176.84
24,6,1590.6000000000001
509,1,119.86
269,3,340.85
549,1,120.05
389,3,944.82
42,6,1409.86
375,2,727.85
233,4,731.26
23,2,148.86
196,9,2506.64
358,1,290.34
59,12,2786.77
129,4,3757.6
0,5,1952.45
19,5,1045.74
205,2,300.67
13,4,575.46
392,1,259.17
512,1,167.62
94,9,1895.8
18,4,703.02
13,7,1122.38
577,2,392.38
23,3,454.01
586,1,131.83
7,2,869.77
6,9,4838.08
632,1,374.45
331,1,344.14
381,1,100.0
49,5,1630.91
70,10,652.21
28,3,380.6
242,1,185.65
666,1,171.7
7,41,8711.95
644,2,348.75
217,7,1047.33
4,4,753.28
252,5,541.02
0,43,17951.17
235,5,1446.95
559,1,135.95
6,6,5309.42
108,7,2064.71
618,1,167.4
627,1,176.71
99,7,2939.55
59,18,13837.94
1,3,1468.02
72,8,2339.32
738,1,148.3
3,11,8092.32
84,4,2497.88
11,2,386.69
22,13,4491.46
213,5,3484.09
380,1,409.98
477,1,52.05
17,1,161.67000000000002
238,2,413.08
1,14,7354.43
77,4,1788.38
216,6,942.38
589,1,160.75
736,1,87.30000000000001
375,1,333.81
32,4,488.06
40,11,1887.8999999999999
539,5,1511.94
6,28,8337.53
52,18,5394.86
22,14,4544.55
56,1,386.32
129,6,721.8
173,4,734.4
558,1,385.19
5,11,4001.64
311,1,214.37
59,1,81.44
20,6,3175.12
597,2,1130.21
32,7,2365.77
14,4,1568.63
17,8,5978.9
602,1,254.0
478,1,296.36
80,1,75.75
5,10,2455.52
169,2,503.59999999999997
1,7,998.49
30,7,2057.39
35,9,2358.59
423,3,1265.58
18,1,285.56
30,2,547.0600000000001
646,2,842.4
275,6,615.17
86,6,3168.94
119,5,1824.49
372,2,439.7
0,20,6028.6
218,12,3898.79
64,3,331.65999999999997
60,5,2216.37
137,3,1578.89
20,1,166.07999999999998
11,16,5703.5199999999995
24,12,4867.72
36,4,1207.56
276,1,117.55
10,9,2976.38
72,5,1674.69
429,1,126.0
25,2,595.42
16,14,3586.9900000000002
140,2,342.22
661,2,412.92
25,17,5175.83
18,4,1166.23
492,1,563.1
3,5,2047.8
65,9,3950.7
0,2,347.75
42,10,6142.35
227,1,205.7
15,5,2009.16
49,7,5778.63
1,13,4173.88
73,2,551.04
0,70,37642.48
3,10,2448.64
1,54,35058.46
263,2,599.76
52,7,3577.61
23,3,497.45
596,5,731.2
9,11,4065.28
385,3,819.01
43,1,239.41
16,12,5454.95
6,9,8296.81
420,1,432.68
393,1,304.2
387,2,317.08
29,20,6963.8
357,4,637.55
126,12,2975.8
136,1,200.47
141,3,1695.97
131,5,1746.04
37,27,7679.59
235,1,338.95
260,1,154.95
476,2,442.0
16,14,6679.97
252,1,417.95
29,6,3144.04
34,4,1094.84
168,2,885.19
2,11,2083.9
3,31,20272.15
184,8,609.3
187,4,884.1800000000001
169,5,671.01
423,1,293.5
10,2,385.1
44,1,522.91
381,4,1198.09
320,5,1410.18
200,2,489.59999999999997
22,24,15956.97
420,1,376.92
231,2,439.18
37,15,5396.04
25,10,2666.91
658,1,307.21000000000004
95,5,3520.2200000000003
126,7,3378.4000000000005
70,3,1033.0
15,11,3439.08
394,7,1092.06
14,1,1060.25
3,5,4238.76
595,1,438.65000000000003
2,20,7773.8
78,6,1708.99
372,8,2166.42
38,2,692.19
53,6,1442.32
1,26,16790.33
8,3,377.44
8,2,168.24
18,13,4183.56
11,18,7730.59
388,6,426.90000000000003
406,2,101.1
112,11,2098.48
447,1,229.2
3,7,2649.14
477,2,600.34
239,4,904.1800000000001
112,1,71.4
526,1,358.15
177,3,1026.18
4,9,1710.45
420,1,157.85999999999999
358,1,80.64
463,4,382.06
0,13,4451.22
375,3,728.75
0,56,9074.05
18,12,4964.03
16,5,1261.88
21,6,746.39
32,1,712.78
455,1,129.75
262,4,86.15
50,5,1513.57
158,4,524.0
380,2,299.61
14,2,413.05
7,7,3292.73
12,17,7053.38
198,5,1143.27
56,4,387.41
10,3,360.75
513,2,575.37
96,9,3273.83
254,1,56.4
386,2,330.56
24,3,647.56
661,1,197.70000000000002
20,3,650.32
666,3,346.56
158,2,188.02
382,2,679.02
71,3,376.96
549,1,112.86
52,3,403.38
84,2,266.85
152,4,1817.54
73,2,1117.9
280,2,397.15
26,20,2779.41
29,1,106.1
466,2,368.35
24,1,300.34
686,2,147.3
179,2,342.83
39,7,1236.39
21,8,1971.8700000000001
581,1,178.07
21,20,6246.93
36,9,1187.21
450,3,770.03
81,10,4946.22
391,1,184.66
375,3,383.78000000000003
73,2,927.03
10,1,546.04
394,3,437.87
548,4,262.64
15,20,10085.89
668,2,373.16
3,47,9519.8
12,7,911.99
13,5,1698.07
374,2,1609.37
392,1,591.96
36,6,96.11
3,6,788.15
737,1,124.78
71,12,6021.05
373,1,180.60999999999999
405,1,334.62
419,5,2162.93
420,2,449.25
50,1,298.4
598,4,701.96
373,1,133.34
4,6,2376.17
22,4,1820.09
298,5,4756.74
1,3,398.7
32,1,35.400000000000006
49,1,155.37
722,1,338.46000000000004
414,2,689.6700000000001
2,3,342.24
46,1,110.21000000000001
41,8,1541.23
26,13,5604.64
41,1,318.15
443,1,175.9
1,211,68545.25
601,1,430.69
302,2,320.4
106,1,51.559999999999995
554,4,596.09
84,1,2033.1
515,2,129.69
80,30,3559.11
217,8,1063.76
371,155,51208.87
421,6,1552.35
11,5,657.8100000000001
406,3,1596.29
184,6,1068.5
372,1,208.97
1,4,1418.03
3,24,27347.04
5,30,12518.65
304,1,141.92
368,4,717.39
2,18,5088.29
323,4,1254.89
58,12,5360.48
12,5,876.57
30,46,26312.190000000002
142,3,1134.95
29,15,1582.0500000000002
385,1,227.15
106,7,813.64
1,13,2753.29
204,5,1068.95
381,1,235.87
79,18,6265.33
184,6,683.46
687,1,167.1
399,3,3424.02
169,1,237.61
43,3,1378.93
173,1,178.52
364,3,824.9200000000001
303,1,133.35
378,2,291.56
2,7,988.42
3,20,2698.47
11,1,156.34
31,6,1572.55
128,1,111.35
20,25,1807.44
211,7,746.42
322,2,586.89
161,1,203.85999999999999
55,3,244.1
224,1,107.21
71,18,2304.58
43,1,95.45
22,1,256.32
172,9,2099.89
84,4,299.18
158,1,154.55
189,2,112.19999999999999
28,3,260.08
546,1,216.39999999999998
393,1,381.09000000000003
20,1,181.07
70,13,2178.87
246,1,72.9
640,1,291.76
373,5,1142.47
736,1,110.05
725,1,261.7
8,1,366.23
309,6,374.55
58,14,3429.29
3,1,329.36
550,1,225.78
628,2,43.87
44,3,335.03
500,3,396.39
87,2,1840.3200000000002
3,54,23581.78
63,10,2394.36
542,1,170.4
281,3,497.0
11,8,3257.7000000000003
372,1,244.08
132,5,1035.49
721,1,294.0
44,3,341.24
10,12,3082.1
35,13,4275.22
133,14,3402.2400000000002
28,3,1331.57
631,1,114.69
51,3,1049.15
137,7,686.14
4,1,380.13
8,7,4301.22
419,1,144.29
159,1,99.14
48,16,30306.79
130,4,1433.28
7,1,77.50000000000001
422,1,74.99
696,3,360.35
232,2,149.57999999999998
36,1,176.68
146,1,358.56000000000006
0,118,117314.08
71,7,1166.29
39,4,1340.5800000000002
377,4,788.46
539,1,159.17000000000002
4,19,3804.38
198,6,949.9
248,1,12.75
65,1,111.68
116,2,973.8799999999999
591,1,140.75
170,3,135.08
20,100,2866.7400000000002
141,4,666.96
470,4,643.16
31,2,463.21
37,29,7006.65
37,10,1963.92
371,2,223.42
373,4,590.44
165,20,2354.29
210,1,562.79
547,1,161.94
241,1,135.19
51,1,337.04
24,6,1739.09
14,24,6696.33
371,1,321.79
28,2,1511.45
364,4,1159.99
35,4,732.41
165,4,1012.72
410,1,239.12
680,1,138.18
394,1,171.71
144,5,1152.19
21,1,631.35
55,1,20.8
184,5,965.4399999999999
11,14,489.54
378,1,207.32999999999998
236,6,1527.6100000000001
224,3,300.3
388,1,252.88
616,1,225.99
121,11,2270.0299999999997
281,3,495.48
379,3,482.33
73,8,1962.46
379,3,639.24
36,3,528.46
563,1,124.25
11,6,924.14
375,4,244.37
375,1,353.51
361,1,157.92
3,2,226.47
22,4,969.51
392,1,215.22
69,23,19759.079999999998
234,8,2144.23
256,1,174.8
372,2,410.79
722,1,115.3
154,2,187.29
27,1,162.22
3,1,120.03
31,7,1954.56
80,4,688.0
107,4,297.99
51,1,38.45
543,1,190.48000000000002
509,2,216.41
35,5,1507.25
152,2,389.78
379,6,1177.72
500,2,2074.07
98,1,115.31
582,1,192.05
641,1,433.77
3,2,230.64999999999998
378,1,451.3
333,1,73.5
64,1,93.82000000000001
21,3,754.2
35,5,1260.23
31,11,1545.49
153,15,167.42
555,1,141.48
373,4,548.22
18,2,357.20000000000005
11,38,8018.7699999999995
53,2,281.15
24,3,529.29
3,18,3505.61
44,1,178.34
649,1,189.63
380,2,326.09
202,3,394.93
436,2,500.92
358,2,412.06
633,7,2282.28
564,1,10877.18
70,3,571.07
392,1,176.5
6,14,10142.64
287,2,554.6
392,3,1188.46
9,3,774.06
22,3,306.46
407,2,1185.46
21,28,6083.81
172,6,1632.67
390,2,186.60000000000002
132,11,4481.83
5,29,5866.63
74,3,1440.4
39,1,396.33
288,1,101.7
25,11,4464.92
668,1,314.1
257,6,1169.68
185,1,247.44
113,12,3859.82
373,2,1019.44
22,20,5783.29
379,1,151.49
7,18,4078.79
216,4,725.53
44,5,4203.93
18,2,1231.5
35,3,343.45
25,1,680.84
397,1,463.53
15,3,795.2299999999999
329,4,1341.8500000000001
273,1,101.34
97,17,14761.52
60,1,166.03
446,1,428.45
421,1,321.9
592,1,360.85
1,18,14693.72
92,8,4452.71
81,13,6391.52
312,5,2303.09
11,6,1657.87
7,11,4627.92
395,1,527.94
126,1,168.31
549,1,451.56
10,5,622.01
0,145,580987.04
548,1,105.8
36,1,754.64
37,1,113.48000000000002
329,6,1441.06
441,1,165.88
253,3,848.8100000000001
1,38,9555.71
19,2,392.28000000000003
588,1,405.85
11,4,773.36
368,1,76.32000000000001
289,1,220.1
697,1,9.700000000000001
67,13,2134.4900000000002
25,1,315.65
10,29,6221.02
367,1,180.7
213,1,111.15
148,2,653.3
7,6,1793.06
23,3,666.64
471,1,102.65
29,4,1131.75
60,1,200.92000000000002
18,4,556.13
536,1,399.29
242,1,112.55000000000001
14,3,1059.39
631,1,222.95999999999998
503,1,220.13
211,1,931.5
597,2,445.0
28,10,1249.6200000000001
62,5,1631.3600000000001
550,2,145.99
294,1,152.65
17,6,8438.34
473,1,536.41
401,2,882.47
156,2,1019.52
116,2,1000.16
7,19,4892.95
12,11,5609.74
140,2,160.35
45,2,179.34
646,1,112.85000000000001
50,7,1553.96
31,3,566.58
134,6,1879.44
645,1,426.69
658,1,246.22
2,5,932.6
74,3,371.62
12,2,675.64
570,1,213.9
8,2,453.4
300,1,530.15
56,3,1003.88
14,6,1803.1000000000001
731,1,371.51
583,1,728.84
36,1,399.65
176,1,302.46
623,1,175.5
22,3,1384.8600000000001
175,16,3435.5
60,1,202.65
32,9,2878.0
58,9,2437.31
14,52,17467.24
86,5,2696.36
6,2,162.5
675,1,176.1
357,1,476.35
30,9,2216.32
128,11,6103.74
8,8,2547.55
4,6,1843.75
23,5,1188.34
462,1,291.13
226,2,632.07
14,1,49.8
248,1,304.25
722,1,329.58000000000004
631,1,724.89
14,6,3280.59
77,3,1403.73
191,5,745.62
261,2,529.4
71,1,957.97
164,3,1207.35
81,6,4162.04
386,1,101.16
94,4,1457.19
575,1,230.1
3,17,5425.56
683,1,344.75
105,1,150.35
722,1,447.53000000000003
199,3,1396.99
156,4,492.52
70,3,1975.35
35,2,517.36
552,1,314.65999999999997
498,1,544.47
565,1,360.08
28,1,139.10000000000002
1,7,2768.83
25,5,600.07
325,2,514.37
236,1,232.48000000000002
530,4,1780.34
88,5,2232.4900000000002
30,1,481.75
28,4,945.04
210,4,1121.84
2,17,3352.7000000000003
226,6,1921.76
21,6,1424.94
92,1,443.0
4,26,14000.85
263,1,158.95000000000002
2,26,13014.8
43,26,11878.88
217,2,388.75
56,2,779.9
11,28,10150.51
8,9,4291.06
191,28,6854.17
81,4,592.97
325,1,440.0
551,1,179.6
71,3,1796.48
29,12,1795.3500000000001
2,5,987.1
514,1,270.92
218,6,1712.26
45,1,422.58
9,21,2986.9900000000002
71,8,3605.21
413,1,515.78
430,2,568.64
6,20,6324.9800000000005
23,3,758.8199999999999
414,3,839.73
122,2,804.02
16,1,95.34
309,1,349.27
86,9,26278.86
50,7,1533.69
642,1,317.88
580,1,267.9
88,2,303.15
387,1,110.69999999999999
38,12,4600.15
463,6,2059.67
24,7,3941.9
172,23,9947.26
42,2,324.24
139,3,577.54
25,3,1213.16
498,1,603.25
71,2,801.51
433,1,251.1
672,1,269.37
133,6,1490.23
365,1,168.6
37,3,444.55
609,2,680.85
2,9,4385.9800000000005
1,4,357.0
29,1,175.92
577,2,741.85
43,6,1656.52
57,5,1180.05
73,2,414.20000000000005
518,1,231.34
277,2,488.15000000000003
180,2,201.14
7,2,178.05
3,22,2664.9
431,1,461.68
660,1,427.0
476,2,1296.43
42,7,4182.99
